,Affiliations_2016_to_2021,Record_Count,longitude,latitude
1489,Kitasato University,1,141.2383747,40.6243397
1490,Kk Women S Children S Hospital,1,103.8460705,1.3098882
1491,Klinikum Bremen Mitte,1,8.840024,53.0745692
1492,Klinikum Landshut,1,12.1374237,48.5376922
1493,Klinikum Passau,1,13.4453357,48.5650356
1494,Klinikum Steinenberg,1,9.218334,48.483878
1495,Klinikum Stuttgart,1,9.1642771,48.7816463
1496,Kobe Pharmaceutical University,1,-89.52536,34.36594
1497,Kolling Institute Of Medical Research,1,145.18333,-37.7
1498,Konkuk University,1,127.069384,37.5403626
1499,Konkuk University Medical Center,1,127.0723177,37.5406198
1500,Krankenhaus Bozen,1,11.3107067,46.4982983
1501,Kri,1,33.9329411,45.6856952
1502,Kronos Bio,1,-2.92528,43.26271
1503,Kronos Bio Inc,1,106.27306,38.46806
1504,Kuopio University Hospital,1,27.6472614,62.8974092
1505,Kura Oncol Inc,1,106.27306,38.46806
1506,Kurdistan Inst Strateg Studies Sci Res,1,-58.98389,-27.46056
1507,Kurume University,1,130.5120966,33.3275214
1508,Kuwait Univ,1,48.0833926,29.344252
1509,Kyorin University,1,139.5669004,35.6774485
1510,Kyung Hee University,1,127.0519867,37.5971213
1511,Lab Neurobiol Genet,1,38.5,9.06667
1512,Labor Berlin Gmbh,1,13.338093,52.5415197
1513,Lancaster University,1,-2.7875727,54.0097537
1514,Laniado Med Ctr,1,35.0719385,32.818233
1515,Larner Coll Med,1,39.61417,24.46861
1516,Laurentian University,1,-80.9738711,46.4666416
1517,Lbi Cr,1,-74.1850509,39.6357576
1518,Le Bonheur Childrens Hosp,1,-90.0313146,35.1443704
1519,Leibniz Institut Fur Analytische Wissenschaften Isas,1,7.4104822,51.4904935
1520,Leibniz Institut Fur Neurobiologie Lin,1,11.6109962,52.1018483
1521,Lexington Va Medical Center,1,-84.5066808,38.0297516
1522,Li Ka Shing Center,1,-122.1758108,37.4318918
1523,Li Ka Shing Knowledge Institute,1,-79.3785672,43.6547419
1524,Libin Cardiovascular Institute Of Alberta,1,-117.469,52.28333
1525,Lieber Inst Brain Dev,1,-3.75,50.75
1526,Liverpool Hospital,1,150.9305773,-33.9202176
1527,London Health Sciences Centre,1,-81.2728535,43.0053635
1528,London Inst Med Sci,1,-72.225,7.76694
1529,Long Isl Univ,1,24.59114,49.71224
1530,Louisiana State University Health Sciences Center At Shreveport,1,-93.75018,32.52515
1531,Louisiana State University Health Sciences Center New Orleans,1,-90.083135,29.956837
1532,Lowell Gen Hosp,1,-85.3418551,42.933601
1533,Loxo Oncol Inc,1,106.27306,38.46806
1534,Ludwig Boltzmann Inst Rare Undiagnosed Dis,1,12.66664,-4.19834
1535,Ludwig Inst Canc Res Lausanne,1,6.63282,46.516
1536,Luxembourg Hospital Center,1,6.1286101,49.6123988
1537,Mackay Memorial Hospital,1,121.522183,25.0585404
1538,Magee Womens Research Institute,1,-79.9631477,40.4367688
1539,Magna Graecia University Of Catanzaro,1,16.60086,38.88247
1540,Makarios Med Ctr,1,-86.7975972,33.501999
1541,Makerere University,1,32.5682342,0.335151
1542,Malaghan Institute,1,174.7683059,-41.2909874
1543,Manchester Metropolitan University,1,-2.2376504,53.4714295
1544,Manhattan Eye Ear Throat Hospital,1,-73.963647,40.764233
1545,Marche Polytechnic University,1,-89.52536,34.36594
1546,Masaryk University Brno,1,16.6056272,49.198657
1547,Masonic Childrens Hosp,1,-93.2372484,44.9667326
1548,Massachusetts Gen Hosp,1,-83.6770045,43.0471268
1549,Massgen Inst Neurodegenerat Dis,1,12.66664,-4.19834
1550,Mater Research,1,11.336642,44.4902258
1551,Mayo Alix Sch Med,1,39.61417,24.46861
1552,Mayo Clin Coll Med Sci,1,-72.225,7.76694
1553,Mckusick Nathans Inst Genet Med,1,39.61417,24.46861
1554,Med Coll South Carolina,1,-81.63044,34.755848
1555,Med Ctr Univ Freiburg,1,7.8346454,47.9879443
1556,Medical Research Council Uk Mrc,1,-87.03528,35.61507
1557,Medical University Of Bialystok,1,23.16433,53.13333
1558,Medical University Of Warsaw,1,21.0003594,52.2251305
1559,Medstar Washington Hospital Center,1,-77.01536,38.92938
1560,Meiji Pharmaceutical University,1,-89.52536,34.36594
1561,Merck,1,140.8428371,36.935832
1562,Meseguer General University Hospital Morales,1,-76.61723,2.75701
1563,Metabolon,1,7.4204462,51.0123992
1564,Methodist Debakey Heart Vascular Center,1,2.16667,7.25
1565,Midatlant Permanente Med Grp,1,-49.06861,-11.72917
1566,Mie Natl Hosp,1,-82.3689586,29.6331077
1567,Mie University,1,-80.2769765,25.7148148
1568,Miltenyi Biotec,1,7.1820887,50.9607127
1569,Miltenyi Biotec Inc,1,106.27306,38.46806
1570,Ministry Of Education Of Azerbaijan Republic,1,-93.48019,37.12005
1571,Ministry Of Health Saudi Arabia,1,45,25
1572,Miriam Hospital,1,-71.3982729,41.8523656
1573,Miyagi Childrens Hosp,1,139.840415,34.980279
1574,Monash Inst Pharmaceut Sci,1,-72.225,7.76694
1575,Moscow Institute Of Physics Technology,1,38.1065153,55.6046042
1576,Motol University Hospital,1,-81.98413,33.47063
1577,Mount Sinai St Luke S,1,35,-15.5
1578,Mount Sinai West,1,-73.9868992,40.7697096
1579,Mrc Harwell,1,-1.321727,51.5752598
1580,Mrc Inst Genet Mol Med,1,39.61417,24.46861
1581,Mrl,1,74.7456456,32.3852983
1582,Muhc,1,-73.6016411,45.4720614
1583,Municipal Hospital Karlsruhe,1,8.40444,49.00937
1584,Musgrove Park Hospital,1,-3.1200159,51.0114785
1585,Mvz Diaverum Neubrandenburg,1,13.27532,53.56414
1586,Nacuity Pharmaceut Inc,1,106.27306,38.46806
1587,Nagara Med Ctr,1,-99.1599384,19.2920709
1588,Nagasaki Med Ctr,1,129.8686364,32.7525953
1589,Nagoya City University,1,136.9677806,35.1533086
1590,Nanjing University Of Aeronautics Astronautics,1,118.8153537,32.037419
1591,Nanjing University Of Information Science Technology,1,118.7059306,32.2039207
1592,Nanotherapeutics Inc,1,106.27306,38.46806
1593,Nantong University,1,120.9077926,31.9747463
1594,Nara Institute Of Science Technology,1,135.7335875,34.7318113
1595,Nara Medical University,1,135.792889,34.503917
1596,Nasa Johnson Space Center,1,-95.092753,29.5645716
1597,Nathan Kline Institute For Psychiatric Research,1,-73.9735995,41.0457779
1598,National Academy Of Sciences Ukraine,1,32,49
1599,National Aeronautics Space Administration Nasa,1,-77.0163517,38.8829042
1600,National Center For Nanoscience Technology China,1,105,35
1601,National Center For Neurology Psychiatry Japan,1,139.75309,35.68536
1602,National Central University,1,121.191397,24.9684181
1603,National Cheng Kung University Hospital,1,120.2197288,23.0021708
1604,National Defense Medical Center,1,121.5970343,25.0711674
1605,National Institute For Materials Science,1,140.1201334,36.0734025
1606,National Institute Of Cardiology Mexico,1,74.3355006,31.5378495
1607,National Institute Of Genetics Nig Japan,1,139.75309,35.68536
1608,National Institute Of Medical Research,1,32.897692,-2.4733241
1609,National Institute Of Standards Technology Nist Usa,1,-77.2212883,39.1376163
1610,National Research Centre Nrc,1,-121.0716,37.39382
1611,National Sun Yat Sen University,1,120.2664022,22.6277628
1612,National University Of Rosario,1,120.5983326,16.4056853
1613,Natl Clin Res Ctr Resp Dis,1,12.66664,-4.19834
1614,Natl Ctr Tumor Dis,1,12.66664,-4.19834
1615,Natl Ctr Tumor Dis Nct Dresden,1,13.73832,51.05089
1616,Natl Head Ctr Singapore,1,103.85007,1.28967
1617,Naval Medical Center San Diego,1,-117.1450777,32.7260011
1618,Navigen Inc,1,106.27306,38.46806
1619,Navitor Pharmaceut Inc,1,106.27306,38.46806
1620,Ncku Hosp,1,120.2150846,23.000728
1621,Nct Dresden,1,13.783488,51.0555799
1622,Neurosci Ctr Zurich,1,8.55,47.36667
1623,New England Biolabs,1,-70.8335206,42.6502215
1624,New Iberia Research Center,1,2.16667,7.25
1625,New York University Tandon School Of Engineering,1,-74.46083,40.52222
1626,Nicklaus Childrens Hosp,1,-80.2945109,25.741154
1627,Nicolaus Copernicus University,1,18.5688082,53.0211844
1628,Nihon Pharmaceut Univ,1,24.59114,49.71224
1629,Ningxia Medical University,1,-89.52536,34.36594
1630,Nitto Denko Corporation,1,121.0649551,14.265695
1631,Nordsjaellands Hosp,1,12.0849495,55.848271
1632,North Cumbria Univ Hosp,1,-2.9223991,54.8908157
1633,North Shore University Hospital,1,-73.701028,40.7752137
1634,Northwest A F University China,1,108.0646689,34.2614653
1635,Northwestern Memorial Hospital,1,-87.6215362,41.8949813
1636,Nottingham City Hospital,1,-1.1578302,52.9905677
1637,Novimmune Sa,1,45,25
1638,Nphc,1,-86.8053207,36.1478195
1639,Nu,1,9.1272201,40.2639705
1640,Nyu Grossman Sch Med,1,39.61417,24.46861
1641,Oak Ridge National Laboratory,1,-84.3124003,35.9300653
1642,Oita University,1,131.6138359,33.1755055
1643,Om Pharma Sa,1,6.0770767,46.2242803
1644,Oncosec Inc,1,106.27306,38.46806
1645,Oncovir Inc,1,106.27306,38.46806
1646,Opko Hlth Inc,1,106.27306,38.46806
1647,Optum,1,-1.2086784,51.7298487
1648,Osaka Medical College,1,37.4007581,55.7493421
1649,Ospedale Niguarda Ca Granda,1,9.1860307,45.5098708
1650,P S,1,23.7763988,37.976355
1651,Pakistan Institute Of Medical Sciences,1,-2.1356899,57.1565746
1652,Papworth Hospital,1,-0.1184417,52.2504553
1653,Parc Tauli Hospital Universitari,1,2.1110169,41.5570309
1654,Parque Cient Madrid,1,-0.8887842,41.6050526
1655,Pathol Munich North,1,3.66667,50.33333
1656,Paul Scherrer Institute,1,8.2286426,47.5389897
1657,Pederzoli Hosp,1,9.8982615,45.5295395
1658,Pediat Hosp R Gutierrez,1,-93.11308,16.75973
1659,Pediat Specialists Virginia,1,-77.44675,37.54812
1660,Peking Univ Third Hosp,1,116.3538087,39.9813335
1661,Perm Federal Research Center Ural Branch Ras,1,49.58319,37.28077
1662,Perth Childrens Hosp,1,115.8170863,-31.9693254
1663,Perthera Inc,1,106.27306,38.46806
1664,Pfizer Worldwide Res Dev Med,1,39.61417,24.46861
1665,Pituitary Ctr,1,44.4222463,33.3572271
1666,Pla,1,2.0807498,42.7158794
1667,Platform Single Cell Genom Epigen German Ctr Ne,1,-97.900145,42.45876
1668,Pochon Cha University,1,-89.52536,34.36594
1669,Polytechnic University Of Turin,1,7.65833,45.06455
1670,Polytechnique Montreal,1,-73.612996,45.5045875
1671,Pontificia Universidad Javeriana,1,-74.0636299,4.6287662
1672,Population Council,1,7.4644769,9.0500279
1673,Prairie View A M University,1,-95.9870007,30.0960954
1674,Prato Hospital,1,11.0941473,43.9357181
1675,Praxis Humangenet Erfurt,1,11.03283,50.9787
1676,Prb,1,-120.6306255,35.6756407
1677,Prevent Cardiol Prevent Med,1,39.61417,24.46861
1678,Prince Charles Hospital,1,-3.3855738,51.7634529
1679,Prince Of Wales Hospital,1,114.2022026,22.3795935
1680,Procter Gamble,1,21.0739352,52.2635751
1681,Profectus Biosci Inc,1,106.27306,38.46806
1682,Profectus Inc,1,106.27306,38.46806
1683,Progen Pharmaceuticals Australia,1,135,-25
1684,Program Protease Matrix Biol,1,5.3855,45.4914
1685,Providence Portland Medical Center,1,-122.613422,45.5282065
1686,Providence Va Medical Center,1,-71.4327732,41.8318027
1687,Public Health Agency Of Canada,1,-80.2909235,43.5412423
1688,Public Health Agency Of Sweden,1,15,62
1689,Pusan National University Hospital,1,129.0185505,35.1008351
1690,Qatar University,1,51.4898035,25.3746129
1691,Queensland Childrens Hosp,1,153.0265387,-27.4840036
1692,Queensland University Of Technology Qut,1,153.0288645,-27.4765707
1693,R D Sanofi,1,0.6951806,47.4296449
1694,Radboud Ctr Mitochondrial Med,1,39.61417,24.46861
1695,Radboudumc,1,5.8598624,51.8237099
1696,Rainbow Babies Children S Hospital,1,-8.43056,52.47306
1697,Randall Childrens Hosp Legacy Emanuel,1,-122.6701636,45.5445548
1698,Ravenshaw University,1,85.8951147,20.4634446
1699,Recepta Biopharma Sa,1,45,25
1700,Red Cross Nagoya Daiichi Hospital,1,136.86219,35.1715368
1701,Redeemers University,1,4.4600885,7.6781633
1702,Regenxbio Inc,1,106.27306,38.46806
1703,Rensselaer Polytechnic Institute,1,-73.6795398,42.729922
1704,Replimune Inc,1,106.27306,38.46806
1705,Research Organization Of Information Systems Rois,1,-8.70247,42.79395
1706,Research Triangle Institute,1,-81.3737719,28.5718746
1707,Rhein Westfael Th Rwth Aachen Univ,1,24.59114,49.71224
1708,Rheos Med,1,39.61417,24.46861
1709,Rijnstate Hospital,1,5.8565326,51.9166675
1710,Ring Therapeut,1,6.3116767,52.5140885
1711,Roehampton University,1,-0.2439253,51.4487936
1712,Ronald M Loeb Ctr Alzheimers Dis,1,12.66664,-4.19834
1713,Ronald Reagan Ucla Medical Center,1,-118.446519,34.0664551
1714,Roslin Institute,1,-3.1980244,55.8654917
1715,Rowan University,1,-75.1193267,39.7103526
1716,Roy J Lucille A Carver Coll Med,1,39.61417,24.46861
1717,Royal Adelaide Hospital,1,138.5865987,-34.9207237
1718,Royal Blackburn Hosp,1,-2.463571,53.7359807
1719,Royal Devon Exeter Hosp Univ Exeter,1,-3.52751,50.7236
1720,Royal Infirmary Of Edinburgh,1,-3.132575,55.9221577
1721,Royal Institute Of Technology,1,18.0706321,59.3498665
1722,Royal Liverpool University Hospital,1,-2.9646954,53.4097665
1723,Royal North Shore Hospital,1,151.1911361,-33.8214111
1724,Royal Victoria Hospital,1,-5.9537703,54.5947532
1725,Rudbeck Lab,1,-1.4990697,53.9879678
1726,Rudbecklaboratoriet,1,17.6403004,59.8453581
1727,Ruijin Hosp,1,121.4679212,31.2205763
1728,Saarland University,1,7.0417376,49.2547565
1729,Sahlgrenska University Hospital,1,-81.98413,33.47063
1730,Saic Frederick,1,-77.41054,39.41427
1731,Saint Anna Children S Hospital,1,-8.43056,52.47306
1732,Saint Joseph University Beirut,1,35.49442,33.88894
1733,Saint Lukes Episcopal Hospital,1,-121.4099212,36.8493132
1734,Salzburg University,1,13.0436455,47.8038202
1735,San Francisco General Hospital Medical Center,1,-122.4052532,37.7568103
1736,San Gerardo Hospital,1,-79.2034818,-3.1384245
1737,Sanford Consortium Regenerat Med,1,39.61417,24.46861
1738,Sanford Health,1,-96.7175783,46.8502249
1739,Sangamo Therapeut Inc,1,106.27306,38.46806
1740,Sanofi,1,0.6951806,47.4296449
1741,Sanofi France,1,0.6951806,47.4296449
1742,Sanofi Pasteur Inc,1,106.27306,38.46806
1743,Sanquin Res,1,-86.7786397,14.581732
1744,Sanquin Res Landsteiner Lab Blood Cell Res,1,-58.98389,-27.46056
1745,Santo Antonio Hosp,1,-50.517489,-29.826768
1746,Sao Joao Hospital,1,-68.5251802,-31.5370909
1747,Sapporo Kosei General Hospital,1,141.3660724,43.0823283
1748,Schneider Med Ctr,1,-49.1557685,-26.8543499
1749,Science Applications International Corporation Saic,1,-77.2332529,38.9219487
1750,Second People S Hospital Of Shenzhen,1,114.0683,22.54554
1751,Security Forces Hospital Saudi Arabia,1,39.8925268,21.3655864
1752,Seibo Hosp,1,-69.0196781,18.7854167
1753,Seijoh Univ,1,136.901199,35.033365
1754,Sellas Life Sci,1,-72.225,7.76694
1755,Selvita Sa Krakow,1,19.93658,50.06143
1756,Sema4,1,-2.4595064,51.6914957
1757,Shahid Chamran University Of Ahvaz,1,48.652823,31.3031086
1758,Shanghai Advanced Research Institute Cas,1,121.5851074,31.1833467
1759,Shanghai Institute Of Materia Medica Cas,1,-7.61138,33.58831
1760,Shanghai Pao Tong Univ,1,121.3880243,31.3159206
1761,Shanghai Univ Med Hlth Sci,1,-72.225,7.76694
1762,Shanghai University,1,121.3840094,31.3223566
1763,Shaqra University,1,45.1457461,25.1770463
1764,Shenzhen Hong Kong Inst Brain Sci,1,-72.225,7.76694
1765,Shenzhen Institute Of Advanced Technology Cas,1,-7.61138,33.58831
1766,Shenzhen University,1,113.9389041,22.5411015
1767,Shiga Med Ctr,1,135.9245843,35.2018209
1768,Shihezi University,1,86.0549057,44.3079869
1769,Shimane University,1,-89.52536,34.36594
1770,Shizuoka University,1,138.429058,34.9647349
1771,Shriners Hosp Children Boston,1,-71.066434,42.3630554
1772,Shriners Hosp Children Canada,1,-113.64258,60.10867
1773,Shriners Hospitals Children Philadelphia,1,-75.1511474,40.0068091
1774,Shulan Hosp Hangzhou,1,120.16142,30.29365
1775,Shupyk National Healthcare University Of Ukraine,1,32,49
1776,Sichuan Agricultural University,1,103.8596773,30.7094122
1777,Siena Biotech,1,118.2569455,29.7717463
1778,Sierra Internal Med Incline Village,1,-119.97297,39.2513
1779,Siksha O Anusandhan University,1,-89.52536,34.36594
1780,Simcere Innovat Inc,1,106.27306,38.46806
1781,Simches Res Ctr,1,-71.0656695,42.3620828
1782,Sint Augustinus Hosp,1,9.3672929,52.102517
1783,Sint Vincentius Hosp,1,6.7456527,49.9053761
1784,Slac National Accelerator Laboratory,1,-122.2046996,37.4168398
1785,Slovak Academy Of Sciences,1,18.3698563,48.3198619
1786,Small Anim Imaging Core,1,7.85791,45.66293
1787,Smilow Ctr Translat Res 12 124,1,73.85,23.75
1788,Smith College,1,-72.6403931,42.3162239
1789,Social Scientific Systems,1,32.5960301,0.3395066
1790,Sodersjukhuset Hospital,1,18.0558433,59.3093205
1791,Sojo University,1,130.6990269,32.833696
1792,Soochow University,1,121.5454306,25.0947592
1793,Sookmyung Women S University,1,-89.52536,34.36594
1794,Soonchunhyang University,1,126.9316341,36.769988
1795,Soroka Medical Center,1,34.8658883,32.0884127
1796,South African Medical Research Council,1,28.1999695,-25.7377216
1797,South China Agricultural University,1,113.3480474,23.1612583
1798,Southeast Missouri State Univ,1,-89.5285427,37.3177704
1799,Southern Connecticut State University,1,-72.944869,41.3341677
1800,St Clara Hosp,1,7.5032026,51.4886368
1801,St Hedwig Krankenhaus,1,13.3969522,52.5259302
1802,St Louis Children S Hospital,1,-8.43056,52.47306
1803,St Luke S International Hospital,1,-8.43056,52.47306
1804,St Vincent S Hospital Melbourne,1,144.96332,-37.814
1805,St Vincents Hospital Sydney,1,151.220564,-33.8805677
1806,State University Of New York Suny Albany,1,-73.75623,42.65258
1807,State University Of New York Suny Binghamton,1,-75.91797,42.09869
1808,Statens Serum Institut,1,12.5898586,55.6659557
1809,Stemirna Therapeut Inc,1,106.27306,38.46806
1810,Steno Diabetes Center,1,12.5257406,55.7559141
1811,Steven Alexandra Cohen Children S Medical Center Of New York,1,-74.003603,40.713646
1812,Stockholm Spine Ctr,1,17.5329043,59.0906914
1813,Stowers Institute For Medical Research,1,-94.5754986,39.0371088
1814,Studio Oculistico Azeglio,1,7.99222,45.42283
1815,Suez Canal University,1,32.2750549,30.6221359
1816,Sultan Qaboos University,1,58.1677394,23.5918748
1817,Sumitomo Dainippon Pharma Co,1,-73.25,4
1818,Sunnybrook Health Science Center,1,2.16667,7.25
1819,Suny Optometry,1,-73.9822053,40.7544374
1820,Suzhou Inst Syst Med,1,39.61417,24.46861
1821,Suzuka Univ Med Sci,1,-72.225,7.76694
1822,Swedish Medical Center,1,-104.9812154,39.6542801
1823,Swiss Natl Ctr Competence Res Programme Chem Biol,1,5.3855,45.4914
1824,Switzerland Ag,1,8.1948321,47.412396
1825,Sydney Childrens Hosp,1,151.2383741,-33.9174955
1826,Synactix Pharmaceut Inc,1,106.27306,38.46806
1827,Synergy,1,153.0515182,-26.7097958
1828,Taibah University,1,39.5428073,24.4855291
1829,Taipei Medical University Hospital,1,121.5627574,25.0262937
1830,Taipei Tzu Chi Hospital,1,121.536887,24.985872
1831,Takeda Hosp,1,135.7562354,34.9566785
1832,Takeda Pharmaceuticals International Inc,1,106.27306,38.46806
1833,Tan Tock Seng Hospital,1,103.8466823,1.321287
1834,Tartu Univ Hosp,1,26.7000903,58.3694555
1835,Tata Institute Of Fundamental Research Tifr,1,78.3108693,17.4442706
1836,Taube Koret Ctr Neurodegenerat Dis Res,1,-58.98389,-27.46056
1837,Tawam Hosp,1,55.649501,24.1957093
1838,Tbm Core Inserm Us005 Cnrs Bordeaux,1,-0.5805,44.84044
1839,Teaching Hosp Anuradhapura,1,80.4134438,8.3256118
1840,Technical University Of Darmstadt,1,8.65027,49.87167
1841,Technical University Of Denmark,1,12.5202151,55.7854145
1842,Tella Inc,1,106.27306,38.46806
1843,Texas Tech University Health Sciences Center Amarillo,1,-101.8313,35.222
1844,Thai Red Cross Aids Res Ctr Trc Arc,1,5.18666,47.34349
1845,The Morgridge Institute For Research Inc,1,106.27306,38.46806
1846,The Santa Fe Institute,1,-105.9088156,35.7003268
1847,Thermo Fisher Scientific,1,-122.9283861,45.543255
1848,Third Peoples Hosp Hangzhou,1,120.16142,30.29365
1849,Thrombogen Nv,1,-116.75119,39.25021
1850,Toho University,1,140.0488787,35.6929054
1851,Tokushima Bunri University,1,-89.52536,34.36594
1852,Tokyo Kasei Univ,1,139.7209253,35.7557455
1853,Tokyo Metropolitan Children S Medical Center,1,-76.3054313,36.8584027
1854,Townsville Hosp,1,146.7615341,-19.3206549
1855,Trakya University,1,22.9588935,40.6298415
1856,Transderm Inc,1,106.27306,38.46806
1857,Translational Genomics Research Institute,1,-112.0670042,33.4530975
1858,Transylvania University Of Brasov,1,-84.4939872,38.053107
1859,Trc,1,-7.7749952,41.0176
1860,Tri Service General Hospital,1,121.5930014,25.0723854
1861,Tufts Medical Center,1,-71.0630847,42.3494397
1862,Tumorzentrum Zetup Chur,1,9.53287,46.84986
1863,Turnstone Biol,1,5.3855,45.4914
1864,Tuskegee University,1,-85.7067335,32.4301095
1865,Tygerberg Hospital,1,18.6143021,-33.9136613
1866,Tzu Chi University,1,121.5892062,23.9941639
1867,Ucamc,1,-66.9184495,10.5026383
1868,Ucb Pharma Sa,1,-111.9276431,33.631729
1869,Ucla Mednano Med,1,39.61417,24.46861
1870,Ucsf Benioff Children S Hospital Oakland,1,-122.2708,37.80437
1871,Ueb Pharma,1,-0.1987195,5.5811339
1872,Uludag University,1,28.8697527,40.238967
1873,Umass Med Sch,1,-73.93957,42.81424
1874,Unfallkrankenhaus Berlin,1,13.568299,52.5190849
1875,Unil Dp,1,6.5809505,46.5225695
1876,United States Army Medical Research Institute Of Infectious Diseases,1,-77.4233851,39.4384509
1877,United States Military Academy,1,-74.0077672,41.3558443
1878,United States Navy,1,-122.576101,45.493384
1879,Univ Antwerp,1,4.4199387,51.1843856
1880,Univ Buffalo,1,-78.8201959,42.9545956
1881,Univ Chicago Med,1,-87.6694981,41.8736438
1882,Univ Chicago Med Biol Sci,1,-72.225,7.76694
1883,Univ Claude Bernard Lyon I,1,-7.08333,18.16667
1884,Univ Claude Remand Lyon 1,1,8.4897,47.27541
1885,Univ Clin Paediat Adolescent Med,1,39.61417,24.46861
1886,Univ Ctr Gastrointestinal Liver Dis,1,12.66664,-4.19834
1887,Univ Hosp Alexandroupolis,1,25.8025033,40.8616521
1888,Univ Hosp Greifswald,1,13.3705877,54.0929783
1889,Univ Lab,1,-77.0216186,38.9203262
1890,Univ Mary Land,1,39.2335762,-6.7683501
1891,Univ Maryland,1,-76.6218536,39.3302022
1892,Univ Med,1,-77.8520754,40.8123475
1893,Univ Med Ctr,1,-106.434898,31.7720199
1894,Univ Med Ctr Marburg Giessen,1,8.7455437,50.5790584
1895,Univ Pikeville,1,-82.5209472,37.478897
1896,Univ San Francisco Quito,1,-78.52495,-0.22985
1897,Univ Soothern Calif,1,-119.75126,37.25022
1898,Univ South Carolina,1,-81.0268517,33.9928298
1899,Univ Tampere,1,23.7819078,61.4951772
1900,Univ Texas Grad Sch Biomed Sci,1,-72.225,7.76694
1901,Univ Virginia Uva,1,-78.5095239,38.0420015
1902,Univ Washington South Lake Union,1,-122.3444624,47.6177084
1903,Univ West London,1,39.2267637,-6.7706972
1904,Univ Zurich,1,8.7298072,47.4968435
1905,Universidad De Alcala,1,-3.3630642,40.4823302
1906,Universidad De Cantabria,1,-3.801415,43.4715772
1907,Universidad De Concepcion,1,-73.0346805,-36.8310137
1908,Universidad De Leon,1,-101.1846965,20.1301406
1909,Universidad De Magallanes,1,-70.8787439,-53.1362148
1910,Universidad De Malaga,1,-4.4953937,36.7165042
1911,Universidad Francisco De Vitoria,1,-3.8337823,40.4406495
1912,Universidad Miguel Hernandez De Elche,1,-0.70107,38.26218
1913,Universidad Pablo De Olavide,1,-5.9381678,37.3560809
1914,Universidad Peruana Cayetano Heredia,1,-77.0518665,-12.0912436
1915,Universidade Do Minho,1,-8.3940266,41.5614963
1916,Universidade Federal Fluminense,1,-43.1224586,-22.8963098
1917,Universidade Paulista,1,-47.9225203,-15.8182192
1918,Universidade Presbiteriana Mackenzie,1,-46.6524643,-23.5472084
1919,Universita Degli Studi Di Bari Aldo Moro,1,16.8521737,41.0942113
1920,Universita Di Modena E Reggio Emilia,1,10.6288838,44.7028992
1921,Universitat Internacional De Catalunya Uic,1,2.123525,41.4057237
1922,Universitats Herzzentrum Freiburg,1,7.85222,47.9959
1923,Universite Catholique De Lille,1,3.0449643,50.6326593
1924,Universite Clermont Auvergne Uca,1,-75.23266,43.1009
1925,Universite Confederale Leonard De Vinci,1,10.92365,43.78133
1926,Universite D Evry Val D Essonne,1,2.25,48.5
1927,Universite De Poitiers,1,0.3598657,46.6608826
1928,Universite De Reims Champagne Ardenne,1,4.0794672,48.2992565
1929,Universite De Tours,1,0.7033407,47.3569353
1930,Universite De Tunis El Manar,1,10.146311,36.829187
1931,Universite Jean Monnet,1,4.4257212,45.4230566
1932,Universiti Sains Malaysia,1,100.3035237,5.3574472
1933,University College Cork,1,-8.500327,51.8910735
1934,University Hohenheim,1,9.2120899,48.7133801
1935,University Hospital Attikon,1,23.6665632,38.017106
1936,University Hospital Brussels,1,4.3472995,50.8346065
1937,University Hospital Of Parma,1,-81.7307186,41.3815042
1938,University North Carolina Hospital,1,-79.0355663,36.0373638
1939,University Of Agricultural Sciences Bangalore,1,77.5865366,13.0329667
1940,University Of Alabama Tuscaloosa,1,-87.539674,33.2120822
1941,University Of Belgrade,1,20.4747655,44.8061452
1942,University Of Bielefeld,1,8.4901776,52.0365422
1943,University Of Calabria,1,-117.20441,32.865689
1944,University Of California Riverside,1,-117.3397807,33.9637058
1945,University Of Catania,1,15.07041,37.49223
1946,University Of Central Florida,1,-81.197125,28.5989975
1947,University Of East Anglia,1,1.2411579,52.622251
1948,University Of Electronic Science Technology Of China,1,103.9261151,30.7505159
1949,University Of Hawaii Manoa,1,-157.8186923,21.2982795
1950,University Of Health Science Pakistan,1,140.051521,35.652383
1951,University Of Health Sciences Turkey,1,35,39
1952,University Of Iceland,1,-21.9490591,64.1399418
1953,University Of Insubria,1,8.8273887,45.814296
1954,University Of Ljubljana,1,14.5211428,46.0540965
1955,University Of London Royal Veterinary College,1,-147.80278,64.85694
1956,University Of Massachusetts Boston,1,-71.0386344,42.3140543
1957,University Of Mosul,1,43.1433305,36.3836601
1958,University Of Murcia,1,-1.1731259,38.0061549
1959,University Of Nairobi,1,36.81299,-1.2781597
1960,University Of Newcastle,1,151.7098651,-32.8870387
1961,University Of North Carolina Charlotte,1,-79.0477533,35.9050353
1962,University Of Occupational Environmental Health Japan,1,139.75309,35.68536
1963,University Of Plymouth,1,-4.1393981,50.3756681
1964,University Of Quebec,1,-73.5784993,45.495244
1965,University Of Quebec Montreal,1,-73.5784993,45.495244
1966,University Of Rhode Island,1,-71.534465,41.4872969
1967,University Of Rome Tor Vergata,1,12.6482091,41.8465832
1968,University Of Ryukyus,1,127.7656311,26.2497205
1969,University Of Seoul,1,127.059042,37.5840273
1970,University Of Shizuoka,1,138.518238,35.019178
1971,University Of South Alabama,1,-88.1797251,30.6949121
1972,University Of Stuttgart,1,9.2120899,48.7133801
